class,x1,y1,z1,v1,x2,y2,z2,v2,x3,y3,z3,v3,x4,y4,z4,v4,x5,y5,z5,v5,x6,y6,z6,v6,x7,y7,z7,v7,x8,y8,z8,v8,x9,y9,z9,v9,x10,y10,z10,v10,x11,y11,z11,v11,x12,y12,z12,v12,x13,y13,z13,v13,x14,y14,z14,v14,x15,y15,z15,v15,x16,y16,z16,v16,x17,y17,z17,v17,x18,y18,z18,v18,x19,y19,z19,v19,x20,y20,z20,v20,x21,y21,z21,v21
Hi,0.7945758104324341,0.8689326643943787,5.516180294762307e-07,0.0,0.6701475381851196,0.8466445803642273,-0.04193778708577156,0.0,0.5493144989013672,0.7675037384033203,-0.06128505617380142,0.0,0.45747295022010803,0.6990975141525269,-0.07920127362012863,0.0,0.3772071599960327,0.6648411750793457,-0.09595027565956116,0.0,0.558189332485199,0.553352415561676,-0.013117894530296326,0.0,0.4729868173599243,0.43125587701797485,-0.04434071108698845,0.0,0.4206031858921051,0.35881033539772034,-0.07432600855827332,0.0,0.3765445649623871,0.29071953892707825,-0.09791404008865356,0.0,0.6176679134368896,0.4965369701385498,-0.0208569448441267,0.0,0.5445829629898071,0.353495717048645,-0.04567025974392891,0.0,0.4969302713871002,0.2627536952495575,-0.07216513901948929,0.0,0.4551434814929962,0.18626105785369873,-0.0929502323269844,0.0,0.6875645518302917,0.47730278968811035,-0.037208449095487595,0.0,0.6416817903518677,0.328563392162323,-0.06627523899078369,0.0,0.6107009053230286,0.2369425892829895,-0.08464851975440979,0.0,0.5786625146865845,0.15790528059005737,-0.09846719354391098,0.0,0.7642681002616882,0.48706531524658203,-0.05841076374053955,0.0,0.7473001480102539,0.3716232180595398,-0.08366289734840393,0.0,0.731390118598938,0.29508623480796814,-0.09160209447145462,0.0,0.7117568254470825,0.22446581721305847,-0.09753908962011337,0.0
Hi,0.7922069430351257,0.8680212497711182,5.529440159079968e-07,0.0,0.6689141988754272,0.8483295440673828,-0.04208850860595703,0.0,0.5481210947036743,0.766353964805603,-0.060450416058301926,0.0,0.45711836218833923,0.6969083547592163,-0.0771101638674736,0.0,0.37719082832336426,0.6632554531097412,-0.09227687120437622,0.0,0.557883620262146,0.5469191074371338,-0.012984465807676315,0.0,0.4742657542228699,0.42468035221099854,-0.04273660480976105,0.0,0.4210398495197296,0.35428524017333984,-0.07154756784439087,0.0,0.37547311186790466,0.2885487377643585,-0.09438210725784302,0.0,0.6170917749404907,0.4928429126739502,-0.019878286868333817,0.0,0.5449081659317017,0.3494184613227844,-0.04267382249236107,0.0,0.49770790338516235,0.26056337356567383,-0.0674101859331131,0.0,0.4559999704360962,0.18513470888137817,-0.08714684844017029,0.0,0.6867727041244507,0.4758068323135376,-0.035394467413425446,0.0,0.6414750218391418,0.3279682695865631,-0.06286431103944778,0.0,0.6106992363929749,0.23721298575401306,-0.08038129657506943,0.0,0.5785502195358276,0.15750589966773987,-0.09391787648200989,0.0,0.7633796334266663,0.4864494204521179,-0.05590972676873207,0.0,0.7468041777610779,0.36998310685157776,-0.08048687875270844,0.0,0.731192946434021,0.2933948338031769,-0.08853622525930405,0.0,0.7115495800971985,0.22071442008018494,-0.09468331187963486,0.0
Hi,0.79268479347229,0.8655741214752197,5.44285853720794e-07,0.0,0.6684158444404602,0.8449883460998535,-0.03972657397389412,0.0,0.5470300316810608,0.7649770379066467,-0.0574801079928875,0.0,0.4569653272628784,0.6936706900596619,-0.07404028624296188,0.0,0.37740063667297363,0.6593520641326904,-0.0892377719283104,0.0,0.5567381978034973,0.5485522747039795,-0.011738482862710953,0.0,0.4725354015827179,0.4247874617576599,-0.04119240492582321,0.0,0.42012345790863037,0.3531056344509125,-0.0693955048918724,0.0,0.3761737644672394,0.28601837158203125,-0.0917600616812706,0.0,0.6153482794761658,0.494531512260437,-0.019661488011479378,0.0,0.5422027707099915,0.350838303565979,-0.042601801455020905,0.0,0.49618375301361084,0.2609299123287201,-0.06721026450395584,0.0,0.4565596580505371,0.18473204970359802,-0.08683241158723831,0.0,0.6848393082618713,0.4767777919769287,-0.03601391986012459,0.0,0.6393641829490662,0.32886946201324463,-0.0637492835521698,0.0,0.6104785799980164,0.23789525032043457,-0.08157910406589508,0.0,0.5807406306266785,0.1586402952671051,-0.09517684578895569,0.0,0.7620019316673279,0.4857904314994812,-0.05707496032118797,0.0,0.7451950311660767,0.3692963719367981,-0.08167780190706253,0.0,0.7304033041000366,0.2927854359149933,-0.08992283791303635,0.0,0.7122025489807129,0.22056567668914795,-0.09616487473249435,0.0
Hi,0.7904584407806396,0.8632193803787231,5.690878879249794e-07,0.0,0.6692236065864563,0.8470251560211182,-0.04433709755539894,0.0,0.5488473176956177,0.7678132057189941,-0.06409452855587006,0.0,0.45773524045944214,0.6972457766532898,-0.08150862157344818,0.0,0.3776835799217224,0.6608563661575317,-0.09723789989948273,0.0,0.5550801157951355,0.5494748950004578,-0.016376761719584465,0.0,0.470964252948761,0.4270946681499481,-0.04700104147195816,0.0,0.41810885071754456,0.3558719754219055,-0.07587503641843796,0.0,0.3737671375274658,0.28928813338279724,-0.09842010587453842,0.0,0.6135511994361877,0.49522721767425537,-0.021848151460289955,0.0,0.5418131947517395,0.35166266560554504,-0.04508478567004204,0.0,0.4951651096343994,0.26243698596954346,-0.0695013776421547,0.0,0.45441746711730957,0.18693479895591736,-0.0888814628124237,0.0,0.6823934316635132,0.47798043489456177,-0.03598110005259514,0.0,0.6380124092102051,0.3304166793823242,-0.06359691172838211,0.0,0.6081759333610535,0.2402603030204773,-0.08060144633054733,0.0,0.5770645141601562,0.16182851791381836,-0.09363191574811935,0.0,0.7585324048995972,0.4878033995628357,-0.05524317920207977,0.0,0.7420528531074524,0.3727274537086487,-0.07950592041015625,0.0,0.7274960279464722,0.29693201184272766,-0.08699718862771988,0.0,0.7095552682876587,0.2254941761493683,-0.0926242247223854,0.0
Hi,0.7918905019760132,0.8639731407165527,5.367216431295674e-07,0.0,0.6701337695121765,0.8456947803497314,-0.040411029011011124,0.0,0.549301266670227,0.7657243013381958,-0.0580531544983387,0.0,0.45949018001556396,0.6958635449409485,-0.07409977912902832,0.0,0.38090527057647705,0.6629489064216614,-0.08897188305854797,0.0,0.5558114051818848,0.5514416694641113,-0.014327420853078365,0.0,0.4716436266899109,0.4302302598953247,-0.04387344419956207,0.0,0.4195515513420105,0.3596048355102539,-0.07187607139348984,0.0,0.3754858672618866,0.29347965121269226,-0.09402820467948914,0.0,0.6143739223480225,0.4957101345062256,-0.021859027445316315,0.0,0.5414651036262512,0.352430522441864,-0.044701091945171356,0.0,0.4946552515029907,0.2638375759124756,-0.06910181790590286,0.0,0.4532151520252228,0.1901610791683197,-0.08854935318231583,0.0,0.6836119890213013,0.47681817412376404,-0.03761224448680878,0.0,0.6387099027633667,0.32956236600875854,-0.06507102400064468,0.0,0.6084406971931458,0.24013471603393555,-0.08267699182033539,0.0,0.5765127539634705,0.1634664535522461,-0.09620396047830582,0.0,0.7597113847732544,0.48582184314727783,-0.05804576352238655,0.0,0.7425651550292969,0.3701712489128113,-0.0821385607123375,0.0,0.7276690006256104,0.29389747977256775,-0.08990021049976349,0.0,0.709041953086853,0.22278553247451782,-0.0959230288863182,0.0
Hi,0.791189968585968,0.8657676577568054,5.287186013447354e-07,0.0,0.6700426340103149,0.8482953310012817,-0.0414581261575222,0.0,0.5496524572372437,0.7664278149604797,-0.05953358858823776,0.0,0.45917850732803345,0.6962684392929077,-0.07589755207300186,0.0,0.38005685806274414,0.6627674102783203,-0.09111125022172928,0.0,0.5576820373535156,0.5503492951393127,-0.015498326160013676,0.0,0.473539799451828,0.4299865961074829,-0.04598613455891609,0.0,0.42025822401046753,0.3597823977470398,-0.07461279630661011,0.0,0.3754889965057373,0.29371142387390137,-0.09708645194768906,0.0,0.6162124872207642,0.4959302842617035,-0.022766347974538803,0.0,0.5438715219497681,0.35311976075172424,-0.045913513749837875,0.0,0.49673599004745483,0.26419326663017273,-0.07005796581506729,0.0,0.45543017983436584,0.19006898999214172,-0.08931828290224075,0.0,0.6852444410324097,0.47836172580718994,-0.038433853536844254,0.0,0.6409863233566284,0.33075058460235596,-0.0660071074962616,0.0,0.610819935798645,0.24054169654846191,-0.0828852504491806,0.0,0.5796471834182739,0.16276633739471436,-0.09586131572723389,0.0,0.7607219219207764,0.4887259006500244,-0.05896734073758125,0.0,0.7429606318473816,0.3720654845237732,-0.08310041576623917,0.0,0.7282611727714539,0.29518091678619385,-0.09038728475570679,0.0,0.7103053331375122,0.2237488329410553,-0.09600651264190674,0.0
Hi,0.7924853563308716,0.8628466129302979,4.95230665364943e-07,0.0,0.6710416674613953,0.8452744483947754,-0.03940962627530098,0.0,0.548535168170929,0.762260913848877,-0.05624479055404663,0.0,0.4581714868545532,0.6892292499542236,-0.07121598720550537,0.0,0.3797032833099365,0.6579887270927429,-0.08493153750896454,0.0,0.5606141686439514,0.5454739332199097,-0.015288641676306725,0.0,0.4771617650985718,0.42394906282424927,-0.043878570199012756,0.0,0.4246888756752014,0.35575464367866516,-0.07140208035707474,0.0,0.37880900502204895,0.2922193109989166,-0.09349935501813889,0.0,0.6189001202583313,0.49125510454177856,-0.023101432248950005,0.0,0.5475130677223206,0.34555894136428833,-0.04456629604101181,0.0,0.5005897283554077,0.25728586316108704,-0.06807008385658264,0.0,0.4584866166114807,0.18461298942565918,-0.087225541472435,0.0,0.6881998777389526,0.4741117060184479,-0.03881267085671425,0.0,0.6433790922164917,0.3227081000804901,-0.06506316363811493,0.0,0.6121144890785217,0.2317475974559784,-0.08243953436613083,0.0,0.5790498852729797,0.15298235416412354,-0.09634073078632355,0.0,0.7646971940994263,0.4848775267601013,-0.05907084047794342,0.0,0.7481178045272827,0.3673471212387085,-0.08326558768749237,0.0,0.7317759990692139,0.2903388440608978,-0.09153477847576141,0.0,0.7112399339675903,0.21789535880088806,-0.09809593856334686,0.0
Hi,0.7935708165168762,0.8633385300636292,5.176829631636792e-07,0.0,0.6721842288970947,0.8449059128761292,-0.041231896728277206,0.0,0.5506657361984253,0.7623060941696167,-0.059153564274311066,0.0,0.45926883816719055,0.6896055936813354,-0.07519616931676865,0.0,0.37933075428009033,0.6574746370315552,-0.09001436084508896,0.0,0.5600321292877197,0.5463402271270752,-0.014519913122057915,0.0,0.4768027663230896,0.42423027753829956,-0.044205643236637115,0.0,0.4242592453956604,0.3540773391723633,-0.07275049388408661,0.0,0.3796457052230835,0.2884921431541443,-0.09542401880025864,0.0,0.6191166043281555,0.49210256338119507,-0.021522672846913338,0.0,0.5478249192237854,0.34714561700820923,-0.04427989199757576,0.0,0.5010855197906494,0.2580331265926361,-0.06878862529993057,0.0,0.459722638130188,0.18386605381965637,-0.08848371356725693,0.0,0.6885025501251221,0.47507762908935547,-0.03682425618171692,0.0,0.6430540680885315,0.32437998056411743,-0.06434391438961029,0.0,0.6121324896812439,0.23482221364974976,-0.08213606476783752,0.0,0.5797228813171387,0.15810805559158325,-0.09595172107219696,0.0,0.765150785446167,0.4858642816543579,-0.056875426322221756,0.0,0.749326229095459,0.36873990297317505,-0.08185010403394699,0.0,0.7337476015090942,0.2924548387527466,-0.09055079519748688,0.0,0.7141941785812378,0.22137737274169922,-0.0972106009721756,0.0
Hi,0.7964481115341187,0.860084056854248,4.957435066899052e-07,0.0,0.6733872294425964,0.8417582511901855,-0.03663342446088791,0.0,0.54986172914505,0.7569106817245483,-0.051009129732847214,0.0,0.46078234910964966,0.6827182769775391,-0.06443356722593307,0.0,0.3820558786392212,0.6515731811523438,-0.0766834169626236,0.0,0.5638984441757202,0.5403523445129395,-0.009075572714209557,0.0,0.4794890880584717,0.4196001887321472,-0.03553337603807449,0.0,0.42766544222831726,0.3503974676132202,-0.06172903999686241,0.0,0.38346099853515625,0.28547462821006775,-0.08295232802629471,0.0,0.6216427087783813,0.4872318506240845,-0.01781088300049305,0.0,0.5477421879768372,0.34418785572052,-0.03749515116214752,0.0,0.5018021464347839,0.25509363412857056,-0.06003427878022194,0.0,0.4618504047393799,0.1813013255596161,-0.07855468988418579,0.0,0.6902822256088257,0.4698214530944824,-0.03468170017004013,0.0,0.6449336409568787,0.3230634331703186,-0.05963808298110962,0.0,0.6150950789451599,0.23289790749549866,-0.07688572257757187,0.0,0.5839459300041199,0.15500900149345398,-0.09068180620670319,0.0,0.7658504843711853,0.47853994369506836,-0.056098829954862595,0.0,0.748383641242981,0.36171531677246094,-0.07864171266555786,0.0,0.7335805296897888,0.2856173813343048,-0.08661125600337982,0.0,0.7150622010231018,0.2140503227710724,-0.09324656426906586,0.0
Hi,0.7912276983261108,0.8533159494400024,5.40814994565153e-07,0.0,0.67017662525177,0.8358908295631409,-0.043259214609861374,0.0,0.5516143441200256,0.7577889561653137,-0.06275336444377899,0.0,0.4611164927482605,0.6848925948143005,-0.0800093561410904,0.0,0.3814932703971863,0.6485092043876648,-0.09564495086669922,0.0,0.5614405870437622,0.5387417078018188,-0.01664048805832863,0.0,0.4784710705280304,0.4173736572265625,-0.046336494386196136,0.0,0.42626798152923584,0.34757697582244873,-0.07447139173746109,0.0,0.38208115100860596,0.28179335594177246,-0.09675010293722153,0.0,0.620087206363678,0.48599371314048767,-0.022626420482993126,0.0,0.5482698082923889,0.34218621253967285,-0.04485087841749191,0.0,0.5027044415473938,0.2536645233631134,-0.06836772710084915,0.0,0.46303194761276245,0.17876717448234558,-0.08748885244131088,0.0,0.6887285113334656,0.4697752296924591,-0.03714504837989807,0.0,0.6442254185676575,0.3229076862335205,-0.06435897946357727,0.0,0.6148871779441833,0.23246896266937256,-0.08141724020242691,0.0,0.5843559503555298,0.1532471776008606,-0.09486908465623856,0.0,0.7645829319953918,0.4800178110599518,-0.056698981672525406,0.0,0.7487315535545349,0.36505648493766785,-0.08115848898887634,0.0,0.7344397306442261,0.2897034287452698,-0.08919311314821243,0.0,0.7165111303329468,0.2180643379688263,-0.09551776200532913,0.0
